,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,brake type,make / manufacturer,suspension,electric assist,handlebar type,model name / number,serial number
8406,14999.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2019-suzuki-hayabusa/7472115763.html,2022-04-16 14:32,2019 Suzuki Hayabusa,,,,,23,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1765  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711107188&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711107188&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2019 Suzuki Hayabusa comes loaded with the following features:   YOSHIMIRA EXHAUST GIVI SADDLEBAGS SARGENT SEAT TAIL BAG ADJUSTABLE TOURING WINDSCREEN TAPER HANDLEBARS ON RISERS FRAME SLIDERS/DRIVING LIGHTS LOWERED PEGS   Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2019 Suzuki Hayabusa is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2017 Harley-Davidson FLSTC - Heritage Softail Classic, 2013 Harley-Davidson FLTRU - Road Glide Ultra, 2016 Indian Motorcycle Chieftain Dark Horse Thunder Black Smoke, 2020 Harley-Davidson FXBB - Softail Street Bob, 2016 Ducati Diavel Carbon  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2019 Suzuki Hayabusa || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || Hayabusa || Hayabusa || 479711107188 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8407,350.0,orlando,https://orlando.craigslist.org/bik/d/longwood-omni-labike-vintage-mixte/7465819746.html,2022-04-16 13:55,"OMNI ""LA.BIKE"" - Vintage ""Mixte""", steel, road, Medium, 27 in,23,"This vintage 12 speed OMNI - LA.BIKE is from an era of quality hand-built lugged frame bikes of the 1970s and 80s. The frame design called a Mixte, from the French word meaning ""mixed"" or ""unisex"". Was popular with quality European bicycle manufacturers; Peugeot, Gitane, Raleigh, Bianchi, and others. This classic design has made a comeback and is the new trend in stylish city bikes. It’s also popular with niche bicycle manufacturers and collectors.   This particular Mixte is rare because it was made in Japan by OMNI Bicycle Company.  Have you ever seen another OMNI bicycle from Japan? Japan was home of quality bicycle manufacturing in the 70s and 80s when Japan manufacturers Panasonic and Myiata hand-built lightweight, triple butted, lugged, Chromoly steel frames. Many were re-badged by other Japan manufacturers. I suspect that is the case with the OMNI Bicycle Company and this rare ""LA.BIKE"".    Buy this bicycle or different bike, but the idea is to get outside and ride for FUN and your good health.   Specs: •	SEITETSU Hi-Tensile seamless tubing frame and fork  •	Chrome handlebars and rims  •	Suntour components   •	Araya Wheels    •	Brand new, period correct Kenda 27 x 1 1/4 gumwall road tires and tubes   •	Rides like new  •	Comfortable upright ride position  •	Shifts smoothly  •	Stops Great   •	Cables appear to be original and in great condition  •	Original saddle is soft with no rips or blemishes    This is a 40 year-old bicycle in beautiful un-restored survivor condition with minor paint blemishes.    To avoid spam, contact must be via Craigslist email or leave me a voice message so I can call you back. No texting, this is a landline.    PH: 4-zero-7-3-two-7-2740   I will accept cash only. No checks, no money orders. CASH only.    I might consider delivering it locally by van after the sale.", excellent, other/unknown, OMNI,,, riser, LA.BIKE,
8408,800.0,orlando,https://orlando.craigslist.org/mpo/d/grant-1977-yamaha-xs650-frame/7465180782.html,2022-04-16 09:42,1977 YAMAHA XS650 Frame,,,,,3,"This is a Yamaha XS 650 frame with Florida title in my name. It was blasted and primed. In very good condition, ready to build. $800 CASH. NO SHIPPING. Buyer must pick up and title will be transferred to you at time of sale.  I have every part needed to compete this.  Motors that were removed from running bikes years ago. Will need to be gone through. Later model, electronic ignition set ups. Sold as is. $750. NO SHIPPING.  Front ends, swingarms, wheels brakes, tanks seats, electrical, pipes. Everything. No shipping at this time. Cash at pick up.  Located in central east coast, Grant Florida. Look it up to see if you can make the drive.",,,,,,,,
8409,600.0,orlando,https://orlando.craigslist.org/mpo/d/grant-xs650-yamaha-motors/7469439585.html,2022-04-16 09:40,XS650 Yamaha Motors,,,,,5,"I have 2 complete XS650 motors for sale. Both ran before removed from bikes. 1 is missing 4th gear. I have transmissions and will have what ever is needed once opened up and issue found.  Other motor operated as it should but will take lots of elbow grease to get it shinny if that is your goal.  Both are electronic ignition motors, probably 1980-1982 but not sure. Sold as is, as shown in photos. I have all other parts needed to complete your build.  $600 each or $1000 for both CASH. Picked up in Grant Florida. Look it up to see if you are able to do pick up. No shipping.",,,,,,,,
8410,180.0,orlando,https://orlando.craigslist.org/spo/d/saint-cloud-k2-kirkland-21-speed/7460975241.html,2022-04-16 07:09,K2 kirkland 21 speed mountain bike,,,,,2,"The K2 brand has an excellent reputation for performance, quality and innovation with sports enthusiasts around the globe,” said Stew Barnett, CEO of WWCS. “World Wide intends to model its K2 bike business to reflect those same standards – great looking, cutting edge bikes",,,,,,,,
8411,100.0,orlando,https://orlando.craigslist.org/ele/d/longwood-fan-blower-assy-dayton-motor/7465694638.html,2022-04-16 05:58,Fan Blower assy dayton motor New,,,,,0,"Blower Fan and Motor Dayton Blower and Dayton Motor 3 Phase 208-220/440 Motor number 3N178G 3 Phase @ 3500rpms 10 5/8 Diameter Wheel Never installed only Tested to run Price $100.00 ****************** Call or Text Randall   407-three-eight three- 6045 Thanks! ************************* Address; 1225 Bennette Drive Longwood, Fl 32750 Brauser Business Center Suite 146 First Driveway on the right Past Scan Design look for the mowers if front of shop... ************************************ I Buy Non Running and Running, in Need of Repair, Lawn Mowers, Edger, Trimmers, Saws, Mini Bikes, Go Karts, Concrete saws, Riding mowers, Small Tractors and More, I Repair most Lawn Equipment and small Engines.. I take Trade ins. or Sell That Broken Mower in the Back yard.. Thank You!  ************************************ Blower, Dayton motor, electric motor, electric blower", new,, Fan Blower dayton,,,, Blower Motor assy,
8412,13000.0,orlando,https://orlando.craigslist.org/mcy/d/kissimmee-2012-can-am-spyder-rss-se/7471864230.html,2022-04-15 20:50,2012 Can Am Spyder RSS SE5 + 2006 Honda Silverwing,,,,,16,"Silver and black Can am Spyder 12736 miles have title runs good but needs valve adjustment good tires great condition also have a blue 2006 Honda Silverwing has 17555 miles runs great very nice ,reason for selling health issues both bikes for $13000 call Bob no  calls after 11pm thanks",,,,,,,,
8413,16999.0,orlando,https://orlando.craigslist.org/mcd/d/port-orange-2015-harley-street-glide/7471857006.html,2022-04-15 20:25,2015 HARLEY STREET GLIDE SPECIAL AMAZING BIKE NO DEALER FEES!,,,,,24,"Thanks for checking out this clean 2015 Harley Davidson Street Glide Special with 40k actual miles. This bike is super cool looking and has many upgrades and custom items. It was just traded in for a new car so here is your chance to get a great bike. It has Freedom Exhaust as well as Mini Apes and a clock works windshield. We just did the 40k service to the bike, so you don’t have too. The paint and chrome are beautiful and the bike sounds and runs amazing. It is blemish free and loaded with goodies. This bike has some attitude! Click or call today before someone beats you too it! Call now to set up an appointment! I have taken many pictures and a short video so have a look. Bikes this nice never last long so get moving. Click here to view the YouTube video! Sometimes you must copy and paste it to your browser depending on the advertising source. https://youtu.be/jcjnkqW4eng *We are Integrity Auto Sales & Power-Sports offering high quality pre-owned vehicles & motorcycles for over 30 years at our great location in the Daytona Beach area. Our staff is knowledgeable, and we are all enthusiasts and we all ride. We have a 100% positive feedback rating on eBay and have gross sales of over $11 million just on eBay alone as well as many great Google reviews. Just Google Integrity Auto Sales or Integrity Power sports. We also do not charge any dealer or processing fees on your purchase so just add your tax and tag. *We do accept many forms of payment. Credit & Debit card & Pay Pal payments will have a surcharge fee of 3% on anything over $1000.00. We will not hold a bike without a security deposit since we have several people selling them and everything is listed online and for sale until it is secured with a deposit or paid for in full. We do always consider your trade in as well. * We have financing available through many lenders for qualified buyers. Rates and terms vary with credit score and income and ability to pay as well as the year of the vehicle or motorcycle. We also have fantastic extended service contracts through ASC that are very reasonably priced. They start at 12 months unlimited miles and go to 40 months. All have $0 deductible and they are all good in the US and Canada. * We don’t always have the owner’s manuals and extra keys or fobs but if we do it will usually be disclosed in our write up of the bike. We guarantee free and clear clean title for every vehicle we sell. Occasionally there is a small delay and your vehicle will have a 30-day tag and it will arrive to you in the mail soon after purchase. Out of state customers are required to register their car or bike themselves. * We can ship your bike to you in most cases. We do not quote or arrange overseas shipping. We can assist getting it to your freight forwarder in a timely fashion in most cases. We have several preferred shippers we can recommend and they are listed below. We have others not listed so feel free to ask us about some of the others. Shipping companies are private entities and work on their own schedules, so we do not guarantee time of delivery and pick up. They are all logistics companies, and all are very good at what they do but they are not Fed Ex. *Keyboard Carriage Shipping  270-737-5797 *Daily Direct- Haul Bikes  888-428-5245 *Allied Federal Shipping 800-747-4100    	Harley-Davidson Street Glide Special 2015  2015 Harley-Davidson Street Glide Special specifications, pictures, reviews and rating  2015 Harley-Davidson Street Glide Special. Picture credits - Harley-Davidson.      2015 Harley-Davidson Street Glide Special ________________________________________     Harley-Davidson's proliferation of this bike Confidence. Control. High-performance dual disc Brembo® brakes offer consistent stopping power at all speeds. The 4-piston front and rear caliper with dual front rotor brake system is state of the art and top of the line. It´s just another way The Motor Company puts a high level of detail into their bikes to give you peace of mind throughout your journey.  General information Model:	Harley-Davidson Street Glide Special Year:	2015 Category:	Touring Price as new:	US$ 22899. Euro 25475. MSRP depend on country, taxes, accessories, etc.  Engine and transmission Displacement: 1688.0 ccm (103.00 cubic inches) Engine type:	V2, four-stroke Engine details:	Twin Cam 103™ with Integrated Oil-Cooler Power:	85.8 HP (62.6 kW)) @ 5100 RPM  Torque: 138.0 Nm (14.1 kgf-m or 101.8 ft.lbs) @ 3250 RPM  Compression: 9.7:1 Bore x stroke: 98.4 x 111.3 mm (3.9 x 4.4 inches) Fuel system:	Injection. ESPFI Lubrication system:	Dry sump Cooling system:	Oil & air Gearbox:	6-speed Transmission type, final drive:	Belt Clutch:	Multi-plate with diaphragm spring in oil bath Driveline:	Chain, 34/46 ratio Fuel consumption:	5.60 litres/100 km (17.9 km/l or 42.00 mpg) Greenhouse gases:	129.9 CO2 g/km. (CO2 - Carbon dioxide emission) Exhaust system:	Chrome, 2-1-2 dual exhaust with tapered mufflers Chassis, suspension, brakes and wheels Rake (fork angle):	26.0° Trail:	170 mm (6.7 inches) Front tyre:	130/70-BW18 Rear tyre:	180/65-BW16 Front brakes:	Double disc. ABS. 4-piston Rear brakes:	Single disc. ABS. 2-piston Wheels:	Enforcer Cast Aluminum Physical measures and capacities Dry weight:	355.2 kg (783.0 pounds) Weight incl. oil, gas, etc:	367.9 kg (811.0 pounds) Power/weight ratio:	0.2417 HP/kg Seat height:	695 mm (27.4 inches) If adjustable, lowest setting. Overall length:	2451 mm (96.5 inches) Ground clearance:	135 mm (5.3 inches) Wheelbase: 1625 mm (64.0 inches) Fuel capacity:	22.70 litres (6.00 gallons) Oil capacity:	3.80 litres (0.25 quarts) Other specifications Color options:	Deep Jade Pearl, Amber Whiskey, Vivid Black, Black Denim, Charcoal Pearl, Brilliant Silver Pearl Starter:	Electric Instruments:	Fairing-mounted electronic speedometer with odometer; time-of-day clock on CD player/stereo; dual trip meter; low fuel indicator light and mileage countdown feature; low oil pressure indicator light; engine diagnostics readout; LED indicator lights; 6-speed indicator light Tachometer with fuel, voltage, oil pressure and ambient air temperature gauges Light:	High beam, running lights, front fender light, directional light bar, neutral, low oil pressure, engine diagnostics, turn signals, security system (optional), 6-speed, low fuel warning, cruise control (optional), ABS (optional) Carrying capacity:	Saddle bags Comments:	Windshield. Cruise control. Alarm.",,,,,,,,
8414,7499.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2018-kawasaki-versys-650-abs/7471798653.html,2022-04-15 17:46,2018 Kawasaki Versys 650 ABS,,,,,23,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1788  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711176351&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711176351&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2018 Kawasaki Versys 650 ABS comes loaded with the following features:   TOP CASE SADDLE BAG MOUNTS   Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2018 Kawasaki Versys 650 ABS is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2008 Harley-Davidson FXDF - Dyna Fat Bob, 2011 Honda Fury, 2013 Harley-Davidson XL1200C - Sportster 1200 Custom, 2018 Suzuki DR-Z400SM, 2011 Kawasaki Ninja 1000  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2018 Kawasaki Versys 650 ABS || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || Versys650ABS || Versys 650 ABS || 479711176351 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8415,8499.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2013-yamaha-road-star/7471792659.html,2022-04-15 17:31,2013 Yamaha Road Star S,,,,,23,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1797  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711196363&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711196363&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2013 Yamaha Road Star S comes loaded with the following features:    Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2013 Yamaha Road Star S is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2007 Suzuki GSX-R 1000, 2015 Yamaha Stryker Bullet Cowl, 2015 Harley-Davidson XL1200C - Sportster 1200 Custom, 2016 Honda Fury, 2011 Kawasaki Ninja 1000, 2010 Harley-Davidson FXDWG - Dyna Wide Glide, 2015 Honda Fury, 2012 Honda CBR600RR, 2008 Harley-Davidson FXDL - Dyna Low Rider  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2013 Yamaha Road Star S || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || RoadStarS || Road Star S || 479711196363 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8416,17999.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2016-harley-davidson-flhx/7471786056.html,2022-04-15 17:16,2016 Harley-Davidson FLHX - Street Glide,,,,,22,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1812  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711250895&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711250895&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2016 Harley-Davidson FLHX - Street Glide comes loaded with the following features:   QUICK DOCKING HARDWARE   Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2016 Harley-Davidson FLHX - Street Glide is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2015 Harley-Davidson FLHTK - Ultra Limited, 2018 Harley-Davidson FXBRS - Softail Breakout 114  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2016 Harley-Davidson FLHX - Street Glide || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || FLHX-StreetGlide || FLHX - Street Glide || 479711250895 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8417,11999.0,orlando,https://orlando.craigslist.org/mcd/d/orlando-2013-suzuki-gsx-million/7471779485.html,2022-04-15 17:02,2013 Suzuki GSX-R1000 1 Million Commemorative Edition,,,,,22,"iMotorsports is an online motorcycle dealer located in Orlando with over 700 new and used motorcycles in stock. We have new Indians and Vanderhall Autocycles! We are a premier dealer for Indian Motorcycle offering all available motorcycles, parts, accessories, apparel and service.   Call (407) 890-7886 Use this stock number: OU1806  Motorcycle Link:   http://www.clickpowersports.com/r/?id=479711220133&d=7886&t=1     (copy and paste link) Motorcycle Financing:   http://www.clickpowersports.com/r/?id=479711220133&d=7886&t=2    (copy and paste link)  Why Choose iMotorsports of Orlando? iMotorsports of Orlando is a member of the iMotorsports Sales Group and is one of the largest motorcycle dealers in Florida and a top-rated seller on eBay. We are number one because our sales process is simple, safe and reliable. We take trade-ins, purchase motorcycles, and have over 700 motorcycles for sale, all at excellent prices! Through out the south east we are known for giving top value on trade-ins, an excellent free delivery policy and quality warranty and repair work on all makes and models.  Top quality, fully inspected used motorcycles FREE nationwide delivery on all bikes over $5,000 24 hour full money back guarantee Lots of finance options and layaway available Extended warranties nationwide Remember - even if you don't buy our bike we will buy yours! We will quickly appraise your motorcycle and make you a cash offer good for 5 days.  This 2013 Suzuki GSX-R1000 1 Million Commemorative Edition comes loaded with the following features:  1 MILLION COMMEMORITIVE EDITIONYOSHIMIRA EXHAUSTDMP TAIL TIDYANODIZED REAR SETSFRAME SLIDERS/REAR AXLE SPOOLS   Call us at ☎ (407) 890-7886 for more information. Visit www.imotorsportsorlando.com for a financing application or browse our online showroom of 700+ motorcycles! Or stop by the store, walk around the back showroom and spend some time just looking at all the bikes.  This 2013 Suzuki GSX-R1000 1 Million Commemorative Edition is for sale at: iMotorsports Orlando46 N Orange Blossom TrailOrlando, FL 32805  Store Hours - EST  Monday thru Friday 9-6 Saturday 9-5 Closed Sundays  Check out these other similar priced models we have in stock: 2015 Kawasaki Vulcan 1700 Vaquero ABS, 2009 Harley-Davidson FLHTC - Electra Glide Classic, 2010 Honda Gold Wing Audio Comfort, 2015 Harley-Davidson FXDF - Dyna Fat Bob, 2016 Yamaha YZF-R6, 2016 Honda CBR1000RR, 2014 Yamaha YZF-R1  **To take advantage of our Free Delivery policy, for all new Indian Motorcycle vehicles, customer must complete sales transaction in-person in the dealership where the vehicle is physically located prior to making shipping arrangements. New Indian Motorcycle vehicles are not eligible for international shipment.  2013 Suzuki GSX-R1000 1 Million Commemorative Edition || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || Classic Motorcycles || Harley Heritage Softail || Cheap Used Motorcycles || Used Motorcycle Sale || iMotorsports Orlando || Vintage Motorcycle || Tampa Motorcycle Sale || Tampa Used Motorcycle || Florida Used Motorcycle || Orlando Used Motorcycle || Cheap Sarasota Motorcycle || Cheap Lakeland Motorcycle || GSX-R10001MillionCommemorativeEdition || GSX-R 1000 1 Million Commemorative Edition || 479711220133 Powered by REV Digital | www.REVdigital.com",,,,,,,,
8418,350.0,orlando,https://orlando.craigslist.org/bik/d/longwood-vintage-omni-labike-mixte/7465459362.html,2022-04-15 16:52,"Vintage  OMNI ""LA.BIKE"" – Mixte", steel, road, Medium, 27 in,24,"Dare to stand out in a crowd on a skinny retro bicycle that invites a conversation..  This vintage 12 speed OMNI ""LA.BIKE"" is from an era of quality hand-built lightweight lugged steel frame bikes of the 1970s and 80s. The frame design called a Mixte, from the French word meaning ""mixed"" or ""unisex"", was popular with quality European bicycle companies, Peugeot, Gitane, Raleigh, Bianchi, and others. Now this classic design with its swept back handlebars is making a comeback with niche bicycle manufacturers and collectors.  This particular Mixte is rare because it was made in Japan by the OMNI Bicycle Company.  Have you ever seen another OMNI bicycle from Japan? Japan was home of quality bicycle manufacturing in the 70s and 80s when Japan manufacturers Panasonic and Myiata hand-built lightweight, triple butted, lugged, Chromoly steel frames. Many were contracted by other bicycle manufacturers and re-badged. I suspect that is the case with this OMNI ""LA.BIKE"".  Buy this bicycle or different bike, but the idea is to get outside and ride for FUN and good health. Specs: •	SEITETSU Hi-Tensile seamless tubing frame and fork •	Chrome handlebars and rims •	Suntour components  •	Araya Wheels   •	Brand new, period correct Kenda 27 x 1 1/4 gumwall road tires and tubes  •	Rides like new •	Comfortable upright ride position, fits a rider 5'3"" - 5'10 by adjusting the seat •	Shifts smoothly •	Stops as it should  •	Cables appear to be original and in excellent condition Ride it, restore it, or display this unique classic as is with its patina of a 40 year old bicycle.  To avoid spam, contact must be via Craigslist email or leave me a voice message so I can call you back. No texting, this is a landline.  PH: 4-zero-7-3-two-7-2740 I will accept $350 cash only. No checks, no money orders. CASH only.  I might consider delivering it locally by van after the sale.", excellent,, OMNI,,, riser, LA.Bike,
