,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,electric assist,handlebar type,suspension,part type,paint color,year manufactured,serial number,brake type,size / dimensions
2803,400.0,chico,https://chico.craigslist.org/bik/d/chico-vintage-centurion-lemans-12/7462059905.html,2022-04-18 11:23,Vintage Centurion Lemans 12,,,,,0,,,,,,,,,,,,,
2804,400.0,chico,https://chico.craigslist.org/bik/d/chico-2014-trek-road-bike-one-series/7462052760.html,2022-04-18 11:23,2014 Trek road bike one series, aluminum, road, 56CM, 700C,0,I have a Trek one series 1.1 it is 56CM too small for me need to sale to make room to buy another one. rides nice. Asking 400.00 OBO. Call me Kevin,,,,,,,,,,,,
2805,100.0,chico,https://chico.craigslist.org/bik/d/chico-vintage-boys-mongoose-bmx-bike/7462048787.html,2022-04-18 11:23,vintage boys Mongoose bmx bike, other/unknown, kids, small, 16 in,0,I have a vintage boy's Mongoose bmx bike.    Everything works on it.  Just has a slow leak back tire. I work a lot best days to to come get it is Tuesday's and Wednesday's. Asking 100.00 for it cheaper then Ebay!,,,,,,,,,,,,
2806,15.0,chico,https://chico.craigslist.org/bop/d/chico-like-new-rear-bike-rack/7471304936.html,2022-04-18 09:06,Like New Rear bike rack,,,,,3,Like New Rear bike rack spring loaded rack Has Rear Reflector  &15, like new,,,,,,,,,,,
2807,850.0,chico,https://chico.craigslist.org/bik/d/orland-giles-bertrand-60cm-quebec-built/7468926927.html,2022-04-18 06:36,Giles Bertrand 60cm Quebec Built 80s Road Bike, steel, road, 60cm, 700C,4,"Rare Bertrand road bike. 60cm. Columbus tubing. Hand built in Quebec. Open4cd Mavic rims on the 600EX hubs. Brake set is still new in the box. Brooks B17 saddle. New tires, bar tape and cables. Probably never fully assembled. Will build if necessary but the brakes are very valuable new in the box so that will be up to the new owner. 53zero-321-609eight",,,,,,,,,,,,
2808,225.0,chico,https://chico.craigslist.org/bik/d/chico-specialized-crossroads-hybrid/7472634558.html,2022-04-18 04:51,Specialized Crossroads Hybrid Bike 21 speeds 700 series tires,,,,,0,,,,,,,,,,,,,
2809,175.0,chico,https://chico.craigslist.org/bik/d/chico-schwinn-paramount-series-50/7472635005.html,2022-04-18 04:42,"Schwinn Paramount Series 50 Hardtail Mountain Bike 21 speed 26"" tires",,,,,0,,,,,,,,,,,,,
2810,120.0,chico,https://chico.craigslist.org/bik/d/chico-vintage-schwinn-world-sport-road/7472634748.html,2022-04-18 04:41,"Vintage Schwinn World Sport Road Bike 10 speeds 27"" tires",,,,,0,,,,,,,,,,,,,
2811,175.0,chico,https://chico.craigslist.org/bik/d/chico-marin-muirwoods-mountain-bike-21/7472634526.html,2022-04-18 04:40,"Marin Muirwoods Mountain bike 21 speeds 26"" tires",,,,,0,,,,,,,,,,,,,
2812,38000.0,chico,https://chico.craigslist.org/rvs/d/chico-2020-little-guy-max/7472579857.html,2022-04-17 19:13,2020 Little Guy Max,,,,,22,"Meet the 2020 Little Guy Max.  Top of the line travel trailer we purchased in Florida last year with one trip to Alaska under its belt.  We planned on taking it back to Alaska this summer but things have changed and we are looking to sale.  I'll list off all features but please call with specific questions as these are rare and not easy to come by.  You can tell right away that the quality of the trailer is far superior to most others.  The Rough Rider package was a must for us because it has the larger tires and a higher ground clearance.  Please call me at 530-521-6717.  Exterior Features: Friction hinge entry door with sliding screen Aluminum lighted entry step  Premium 15” tires  Tubular steel chassis construction Rubber torsion axle with electric brakes 2-inch rear receiver for bike rack accessory Large pass-through 30 cubic feet of storage  Aluminum framed sidewalls and roof; Composite paneling in sidewalls and roof; Block foam insulation in walls and roof One-piece, seamless fiberglass roof 7 Euro-style, insulated, dual paned acrylic windows with integrated shades and screens King® OTA HD Antenna Exterior speakers Exterior TV mount Rough Rider Package (15” Off-road tires, 2.5” axle riser)  100W Flexible Zamp™ Solar Panel Thule™ Awning  Interior Features: 100% Maple hardwood cabinetry with dovetail construction. No MDF or wrapped cabinets! 8” deep kitchen sink 2 burner glass top stove with electric ignition 1 cubic foot microwave Full height (floor-to-ceiling) kitchen pantry with adjustable shelves Full size dinette converts to 32” x 76” bed 13,500 BTU Roof Mount Air conditioning LED accent lighting throughout kitchen and dinette with dimmer switch 4 cubic foot refrigerator 60” x 80” Queen master bed Custom made master bed entertainment center featuring 24” 12V Jensen® TV and speakers Marine-style push button locks on large storage drawers  Specs:  3,010 lbs. dry weight  310 lbs. tongue weight  21’ overall length 7’ overall width 9’9” overall height  6’7” interior height  4,200 GVWR 19-20 gal. fresh water  25-30 gal. grey water 9 gal. black water",,,,,,,,,,,,
2813,350.0,chico,https://chico.craigslist.org/bik/d/sacramento-vintage-1950s-jc-higgins/7471716509.html,2022-04-17 17:08,Vintage 1950's JC Higgins Tank Bike, steel, cruiser, medium/large, 26 in,10,"Original 50's vintage JC Higgins solid riding tank bike in great shape. 26"" wheels. Surface rust, dents and dings like you'd expect on a 70 year old bike. It hasn't been cleaned or polished - and would look fantastic after a little scrubbing. New tires hold air just fine. Everything aside from the new tires is either original or at least period correct down to the grips, pedals and mirror. Inside the tank is very clean. Inside the light is clean but it's untested, you will at least need a new bulb. The seat needs to be recovered and the back tire rubs slightly in one spot - I'll leave those annoyances for the next owner.  If the ad is up it's available, located in Midtown Sacramento.", good, JC Higgins,, none, riser, none (rigid),,,,, coaster,
2814,310.0,chico,https://chico.craigslist.org/bik/d/chico-specialized-expendition-bike/7462994022.html,2022-04-17 15:52,Specialized Expendition Bike,,,,,0,,,,,,,,,,,,,
2815,250.0,chico,https://chico.craigslist.org/bik/d/corning-schwinn-cruiser/7470107221.html,2022-04-17 14:42,=☆ 1963 Schwinn Cruiser ☆=, steel, cruiser, Adult size, 26 in,5,"63 Schwinn Cruiser, middle weight bike with new 26"" balloon tires and tubes, Also newer wheel set added, all parts removed, cleaned and regreased, rides smooth and stops on a dime .  Asking 250.00 in Corning.  Call or text  show contact info",, Schwinn,,,,,,,,, coaster,
2816,95.0,chico,https://chico.craigslist.org/bik/d/chico-nice-mens-24-speed-mountain-bike/7472488448.html,2022-04-17 13:33,Nice men’s 24 speed mountain bike,,,,,0,,,,,,,,,,,,,
2817,6000.0,chico,https://chico.craigslist.org/mpo/d/chico-07-gsxr-600/7468379476.html,2022-04-17 10:01,07 Gsxr 600,,,,,6,"07 Gsxr 600 Clean title  Tags up to date on plan non op  15k miles   I built this bike awhile back and its my take on a modern neo cafe bike. It’s got a lot of custom work done to it as you can see. Super clean and very fun bike to ride.   Sc projects exhaust  No cat and O2  Custom seat  All led lights  Wave rotors  New chain  Powder coated rear sets  Pro taper sport bars  Motion racing grips  ASV shorty levers  Tires got about a season left on them  K&N air filter  The bike has been sitting since 2019 in my shop because I just don’t have time unfortunately. But I just pulled it out and did fresh brake fluid, oil, plugs, coolant. So it’s good to rip.   Asking $6000 obo  No trades  Located in chico, ca", good, Suzuki, Gsxr,,,,,,,,, 600
2818,6700.0,chico,https://chico.craigslist.org/spo/d/chico-commencal-meta-power-sx-29-ebike/7472410628.html,2022-04-17 09:49,Commencal Meta Power SX 29 Ebike XL,,,,,4,"Like new Commencal meta power SX Team 29 XL  Ep8 motor, 170mm fork, 165mm Rear  This bike will rip down the hill with silky smoother suspension.   Retails for $7,500  This bike had 300 miles on the frame and a has a brand new motor with 0 miles on it. Motor was just replaced from the factory. I purchased a new bike when I was waiting for the motor replacement due to a planned trip where I needed a bike.  Bike is in fantastic shape.  Cush core insert in the rear, 2.6 tires.  Link to specs on Commencal Website.  https://www.commencalusa.com/commencal-meta-power-sx-team-2022-c2x33305319", like new, Commencal, Meta Power 29 SX XL,,,,,,,,,
2819,275.0,chico,https://chico.craigslist.org/bik/d/chico-giant-cypress/7472402270.html,2022-04-17 09:24,GIANT-CYPRESS, aluminum, cruiser, 18 INCH, 700C,3,GIANT-Cypress-21 Speed Comes with Rear Rack Front & Rear Lights Lock Specialty Helmut Lifetime Tune-Up at A-Main  This bike has been ridden very little..., like new, GIANT, CYPRESS, none, cruiser, suspension fork (hardtail),,,,, caliper,
2820,90.0,chico,https://chico.craigslist.org/bik/d/chico-performance-starling-20-hardtail/7472327421.html,2022-04-17 04:37,"Performance Starling 20"" Hardtail Mountain Bike",,,,,0,,,,,,,,,,,,,
2821,120.0,chico,https://chico.craigslist.org/bik/d/chico-mongoose-24-bedlam-18-speed/7472327387.html,2022-04-17 04:37,"Mongoose 24"" Bedlam 18 Speed Shimano Full Suspension Mountain Bike",,,,,0,,,,,,,,,,,,,
2822,160.0,chico,https://chico.craigslist.org/bik/d/chico-sr-campus-sport-road-bike-10/7472327145.html,2022-04-17 04:34,"SR campus sport Road Bike 10 speeds 27"" tires",,,,,0,,,,,,,,,,,,,
2823,175.0,chico,https://chico.craigslist.org/bik/d/chico-specialized-hardrock-ultra/7472327120.html,2022-04-17 04:34,"Specialized Hardrock Ultra Mountain bike 26"" tires 18 speeds",,,,,0,,,,,,,,,,,,,
2824,80.0,chico,https://chico.craigslist.org/bik/d/chico-fuji-princess-inari-bike-20-tires/7472327025.html,2022-04-17 04:33,"Fuji Princess Inari bike 20"" tires single speed",,,,,0,,,,,,,,,,,,,
2825,175.0,chico,https://chico.craigslist.org/bik/d/chico-vintage-scott-team-mountain-bike/7472327000.html,2022-04-17 04:33,"Vintage Scott Team Mountain bike 18 speeds 26"" tires",,,,,0,,,,,,,,,,,,,
2826,175.0,chico,https://chico.craigslist.org/bik/d/chico-begasso-shimanos-aluminum-road/7472326974.html,2022-04-17 04:33,Begasso Shimanos Aluminum Road Bike 21 Speed 700 series tires,,,,,0,,,,,,,,,,,,,
2827,250.0,chico,https://chico.craigslist.org/bik/d/chico-iron-horse-warrior-hardtail/7472326851.html,2022-04-17 04:32,"Iron Horse Warrior 3 Hardtail Mountain bike 24 speeds 26"" tires disc b",,,,,0,,,,,,,,,,,,,
2828,690.0,chico,https://chico.craigslist.org/bik/d/chico-bianchi-via-nirone-alu-carbon/7472326821.html,2022-04-17 04:32,BIANCHI VIA NIRONE 7 ALU CARBON ROAD BIKE 27 speeds 700 series tires,,,,,0,,,,,,,,,,,,,
