,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,condition,frame size,make / manufacturer,wheel size,num image,text,model name / number,suspension,brake type,electric assist,handlebar type,part type,serial number,size / dimensions
21060,20.0,minneapolis,https://minneapolis.craigslist.org/wsh/mpo/d/somerset-scooter-cvt-transmission-belts/7469882778.html,2022-04-18 16:02,Scooter CVT Transmission Belts,,, new,,,,0,"All genuine belts, long lasting and long wearing.  -Bando 231-GE8-004 fits Honda Aero 50cc Scooter (83-84).  -Bando 23100-GK8-8700 Fits Honda Spree 50cc  and some of the Elite 50cc Scooters.  -Mitsuboshi 1000x24.2x30 Fits CF Moto V3 and V5 250cc bikes. Also fits Q link Tour Bagger and Adventure 250cc bikes.  -Naraku V/S Fits Adly (Her Chee) 50cc Scooters. (2 stroke engine)  -Bando (qty 2) 755x18x30x8 Fits TGB 50cc bikes w/ Morini 2 stroke engine. Also fits other machines w/ same belt size.  -$20.00 each. Can buy the whole lot for discount.  -Phone# seven 1 five four 4 one 1 four 2 eight.  *CALLS ONLY* Thank you.",,,,,,,,
21061,100.0,minneapolis,https://minneapolis.craigslist.org/ram/atq/d/saint-paul-rail-road-decals-original-3m/7461664895.html,2022-04-18 14:20,Rail Road Decals Original 3M,,, new,,,,4,"The real deal 3M Scotchlite reflective decals, not repop  NORTHERN PACIFIC RAILWAY  5 1/2” across Perfect shape NOS  7 pcs 100.00 ea Or open to trades  40/s to 50/s boys bikes Vintage stereo gear Calls only",,,,,,,, 5 1/2”
21062,350.0,minneapolis,https://minneapolis.craigslist.org/ram/ele/d/saint-paul-arcam-avr-350-reciever-cash/7461678739.html,2022-04-18 14:19,Arcam AVR 350  reciever     cash or trade,,, like new,, Arcam,,7,"Arcam avr 350 black complete with box manual remote, power cord Now the bad the famous dsp board problem, part runs hot and to much voltage burns out.  Info on condor audio on problems and his take on unit as a whole and he upgrades all caps from the cheap ones from factory. Powers on headphone jack works, speaker out low volume. Cash or trade. Looking for Mitsubishi da series gear, or 50/s or older boys single speed bikes See pics", A real 350,,,,,,,
21063,250.0,minneapolis,https://minneapolis.craigslist.org/ram/ele/d/saint-paul-poly-comm-sr-23-cb-tube-radio/7461678481.html,2022-04-18 14:19,Poly Comm Sr 23 cb tube Radio,,,,, Polytronics,,7,"1960/s tube cb radio. Model poly comm sr 23. See pics cb comes with brushed stainless steel mic, power cord, mounting bracket, carry handle, Instruction manual, schematics, individual test data sheets, and original copy of class b,c or d license blank unused. And a cool water transfer decal with directions how to apply. Open to trades, looking for 50/s or older boys 26” bikes or Mitsubishi da series stereo gear, tuner, preamp, amp. Or other", Sr 23,,,,,,,
21064,400.0,minneapolis,https://minneapolis.craigslist.org/ram/ele/d/saint-paul-magnavox-itl-game-console/7472851425.html,2022-04-18 14:21,Magnavox ITL 200 1972 game console,,, good,, Magnavox,,11,1972 Magnavox game console the first game console. Maybe trade for vintage stereo gear or 40/s to 50/s   26” bikes Calls only., ITL 200,,,,,,,
21065,300.0,minneapolis,https://minneapolis.craigslist.org/ram/ele/d/bic-venturi-formula-speaker-or-trade/7462952427.html,2022-04-18 14:19,Bic Venturi formula 6 Speaker or trade,,, good,, Bic,,6,"Bic formula 6  6 speaker        CALLS ONLY  Will not answer Emails All original drivers no replacements. 12"" woofer  5"" mid  2 piezo horns 2 horn tweeters Cabinets are in real good shape, all edges are sharp and clean. The only thing with cabinets 1has some veneer missing on bottom front but a clean pull easy fix if that's what your into.   Dust caps on on woofers pushed in, and hole in one of the mids has been fixed but all drivers work.  upgraded the binding posts, the foam inside is crumbling so replaced that with new batting. cleaned switches and pots, and added a brace to front  and back baffle to stiffen cabinet. Open to Trades looking for Mitsubishi tuner, preamp,DA series stereo gear. Or 50/s or older boys 26” bikes. Risers not included in price, 40.00 extra they are vintage 70/s also, built well", Venturi 6,,,,,,," ;quot;w x 15"" d"
21066,900.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-civia-kingfield-58cm/7466932951.html,2022-04-18 13:07,Civia Kingfield (58cm), steel, road,, 58 cm, Civia, 700C,9,"Civia Kingfield with belt drive and Nexus 8 internally geared hub, in great condition.  I've converted the drop bars to a flat bar, and upgraded the bar end shifter to a trigger shifter.  I'm pretty sure it's a 58cm, ideal for 5'9""-6'3"".    I purchased this bike a decade ago (because I live in Kingfield), and have put very few miles on it, mostly because it's in such good condition, and I don't want to damage it.  This bike is super smooth, clean (no chain grease), shifts beautifully, and very comfortable to ride.    I'd love to hang on to this bike, but running out of space.   https://civiacycles.com/bikes/archive/kingfield", Kingfield, none (rigid), u-brakes,, flat,,,
21067,800.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-1984-romic-12-speed-custom/7467362844.html,2022-04-18 12:47,1984 ROMIC 12 speed custom hand built road bike 59cm Reynolds 531, steel, road,," 23""",, 27 in,6,"59cm or 23” frame with 33” standover   ROMAN (Ray) J GASIOROWSKI worked at Schwinn and was involved in production of The Paramount.  After leaving Schwinn and heading up AMF, he ventured out to make his own custom built bikes in Houston.  The higher end ones like this one are basically a Schwinn Paramount built by Ray.  Full Shimano 600 group.  He died in 1996.",,,,,,,,
21068,200.0,minneapolis,https://minneapolis.craigslist.org/hnp/bik/d/minneapolis-1990-schwinn-s7-kom-21/7467250264.html,2022-04-18 12:21,1990 SCHWINN S7 KOM 21 speed ATB bike 54cm, steel, mountain,," 21""",, 26 in,5,54cm or 21” frame with 31 1/2” standover Made in Japan.  The S9 and S7 KOMs were Schwinn top of the line production bikes in 1990.The aluminum Paramount was only available as a frameset that year.  This one has been reconditioned with new Sram twist shifters.  Comes with the original DX shifters and Tioga grips.  Tuned and ready to ride.,,,,,,,,
21069,20.0,minneapolis,https://minneapolis.craigslist.org/hnp/mpo/d/saint-francis-harley-davidson-10-inch/7460737207.html,2022-04-18 12:18,Harley-Davidson 10 inch windshield,,,,,,,2,I have three 10-in Harley-Davidson windshields that fit 2016 and newer touring bikes. Have minor pits no scratches asking $20.00 each.,,,,,,,,
21070,28995.0,minneapolis,https://minneapolis.craigslist.org/ank/rvd/d/rush-city-2014-forest-river-sierra/7472771977.html,2022-04-18 11:54,2014 Forest River Sierra 393BK Destination Camper,,,,,,,5,"2020 Bear Track Utility Trailer 76” x12’ Rear ramp Alloy wheels ​ Looks and works good  FUN STARTS HERE  LIKE us on FACEBOOK-tandtsportsandlawn   Any questions call Travis @ 320-980-1327 or Trevor @ 320-980-1646   Polaris, Arctic Cat, Ski Doo, Coolster, Yamaha, Kid's ATV, Can Am, Youth Quad, Bombardier, Suzuki, Honda, Kawasaki,Pit Bikes, SSR, Elk River, Monticello, Minneapolis, St Paul, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake, Taylors Falls, Shafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Rush City, Cambridge, Isanti, Zimmerman, Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, Brooklyn Center, Edina, Saint Paul, Shoreview, Mounds View, Rogers, Jordan, Apple Valley, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inner Grove Heights, polaris arctic cat ski doo yamaha ktm ssr suzuki kawasaki honda Polaris/Arctic Cat/Ski doo/Yamaha/Rush City/Pine City/Hinckley/Sandstone/Moose Lake/Duluth/Danbury/Webster/Siren/Grantsburg/Harris/North Branch/Stacy/Wyoming/Forest Lake/Hugo/Ham Lake/East Bethel/Isanti/Cambridge/Braham/Mille Lacs/Mora/Zimmerman/Elk River RZR ranger commander maverick pioneer razor wildcat trx sportsman polaris arctic cat ski doo yamaha can am chevy chevrolet ford dodge bmw chrysler bobcat caterpillar cat gehl john deere caseElk River, Monticello, Minneapolis, St Paul, Taylors Falls, Mounds View, Rogers, Jordan, Apple ValleyShafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, honda kawasaki ktm suzuki ssr tao coolster apollo Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Isanti, Zimmerman, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, St. Paul, Shoreview,, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inver Grove Heights, Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake,Albertville, St Joseph, Fargo Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Rush City, Cambridge,Brooklyn Center, Edina john deere cat caterpillar scag exmark gravely great dane simplicity kubota gehl bobcat mustang case ford ferris bennington pontoon alumacraft lund corvette camaro harley davidson Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Albertville, St Joseph, Fargo, Harley, Davidson, hd, tyrex, trail, bog, muddy, rock crawler fertilizer spreader sprayer salter sander",,,,,,,,
21071,9295.0,minneapolis,https://minneapolis.craigslist.org/ank/snd/d/rush-city-2021-polaris-indy-600-sp-137/7472772769.html,2022-04-18 11:56,"2021 Polaris Indy 600 SP 137""",,,,,,,7,"2021 Polaris Indy 600 SP EFI 137” track Electric start Reverse  3400 miles Looks and runs good    www.wesellsleds.com LIKE us on FACEBOOK-tandtsportsandlawn   FUN STARTS HERE  Any questions call Travis @ 320-980-1327 or Trevor @ 320-980-1646   Polaris, Arctic Cat, Ski Doo, Coolster, Yamaha, Kid's ATV, Can Am, Youth Quad, Bombardier, Suzuki, Honda, Kawasaki, COPY, Pit Bikes, SSR, Kids 4-Wheeler, Tao Tao, Coolster, Youth Atv, Kid Atv, Youth Atv's, Kid Atv's, THIS, Kids Atv's, Kids Atv, Youth Atvs, Pit Bike, Pit Bikes, Dirt Bike, Dirt Bikes, 50cc, 90cc, ONE, 110cc, 125cc, 150cc, 170cc, 140cc, 160cc, 250cc, 50cc, ATV, Youth 4 Wheeler, Moped, UTV, UTVS, BOYS, UTV's Youth Side by side SXS, 4x4 2x4 Wholesale, 90cc ATV Cheap, Price, Cheap Price, Chinese ATV, Good Price, Youth ATV, Wholesale Price. Youth powersports, Monster energy, Tao Tao, Small ATV, ice bear atv, jonway atv, cazador, 70cc ATV, Youth Powersports Pit Bike, Youth 4 Wheeler, Kids Quad Youth 4 Wheelers, Youth 4 Wheeler, 110cc ATV, Youth four wheeler, 125cc ATV, youth four wheelers. Kuzuma, Youth ATV's, taotaominnesota.com, 150cc ATV, Tao-Tao, coolsterminnesota.com, Youth 4 Wheeler, ssrminnesota.com, east central sports, ssrdirtbikes.com, Kids ATV, coolsteratv.com, Sunl, youthfourwheeler.com, Roketa, youthfourwheelers.com, youth4wheeler.com, youthatvheadquarters.com, SSR, youthatvwarehouse.com, Ice Bear, youthatvshop.com Jonway Dirt Bike Dirt Bikes Elk River, Monticello, Minneapolis, St Paul, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake, Taylors Falls, Shafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Rush City, Cambridge, Isanti, Zimmerman, Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, Brooklyn Center, Edina, Saint Paul, Shoreview, Mounds View, Rogers, Jordan, Apple Valley, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inner Grove Heights, polaris arctic cat ski doo yamaha ktm ssr suzuki kawasaki honda Polaris/Arctic Cat/Ski doo/Yamaha/Rush City/Pine City/Hinckley/Sandstone/Moose Lake/Duluth/Danbury/Webster/Siren/Grantsburg/Harris/North Branch/Stacy/Wyoming/Forest Lake/Hugo/Ham Lake/East Bethel/Isanti/Cambridge/Braham/Mille Lacs/Mora/Zimmerman/Elk River RZR ranger commander maverick pioneer razor wildcat trx sportsman polaris arctic cat ski doo yamaha can am chevy chevrolet ford dodge bmw chrysler bobcat caterpillar cat gehl john deere caseElk River, Monticello, Minneapolis, St Paul, Taylors Falls, Mounds View, Rogers, Jordan, Apple ValleyShafer, Turtle Lake, Byron, St Croix, State Park, Forest Lake, Stacy, Hurley, Ironwood, Bessemer, Wakefield, Bergland, Spooner, honda kawasaki ktm suzuki ssr tao coolster apollo Siren, Bock, Ogilvie, Mora, Duluth, Moose Lake, Hinckley, Pine City, Isanti, Zimmerman, Golden Valley, Saint Louis Park, Robbinsdale, Roseville, Crystal, New Brighton, Richfield, New Hope, Fridley, St. Paul, Shoreview,, Roseville, Woodbury, Mendota Heights, Richfield, Eagan, Inver Grove Heights, Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Wyoming, Osceola, Dresser, Luck, Clear Lake, Fredric, White Bear Lake,Albertville, St Joseph, Fargo Nowthen, Hugo, Centerville, Burnsville, Bloomington, Hastings, Maple Grove, Oakdale, Maplewood, Prescott, Hudson, Columbia Heights, Rush City, Cambridge,Brooklyn Center, Edina john deere cat caterpillar scag exmark gravely great dane simplicity kubota gehl bobcat mustang case ford ferris bennington pontoon alumacraft lund corvette camaro harley davidson Rosemount, Cannon Falls, Zumbrota, Rochester, Lake of the Woods, Grand Rapids, Onamia, Mille Lacs, St Cloud, Remer, International Falls, Grand Rapids, Brainerd, Baxter, Princeton, St Michael, Albertville, St Joseph, Fargo, ATV, ATVS4KIDS, ATV4KID, KIDS ATV, KID ATV, QUAD, QUADS, MINI-QUADS, MINI QUADS, QUADS FOR KIDS, YOUTH ATV, GREAT YOUTH ATV, DIRTBIKES, DIRTBIKE , GO-KARTS, GOKARTS, GO-CARTS, GOCARTS, GO-KART, GOKART, DUNE BUGGY, DUNE BUGGIES, 4WHEELERSS, 4-WHEELERS, FOUR WHEELERS, REAL DEAL ON ATVS, CHEAP ATVS, CHEAP KIDS ATVS, 169CC GO-KART, CHINESE MOTORCYCLES Hossstyle Cycles, Hunter Motorcycles , Irving Vincent Motorcycles, Mojo Motorcycles, Moto-Z, South Coast Choppers, Thumpstar, Wildcard Customs, Rusi Supermotors, Bangladesh Honda Private Ltd, HMCL Niloy Bangladesh Ltd. Runner Automobiles Ltd, Singer Bangladesh Limited, Walton Hi-Tech Industries Ltd. Bangladesh Hero LTD, MMZ, Brasil & Movimento, Dafra Motos, Kasinski Motos, Tokens motorcycles, Canada, Bombardier/Can-Am (Trikes), LITO Green Motion (Electric motorcycles), Williams Custom Bikes, Bashan, Chongqing Kington-Liyang Motorcycle Manufacturing Co., Ltd, CFMoto, Dayun, Genata, Hanway, Huansong, ialing Jiangsu Jinjie Motor Manufacture Co., Ltd, Jianshe Yamaha, Jincheng Group , Jincheng Suzuki, Jonway, Kenbo, Lifan, Lingben, Loncin, Luojia Highland, Mican Motors, Qianjiang , Benelli China Keeway, Qingqi, QiPai, Rato Motorcycles, Shineray, Sundiro Honda, Thumpstar,Wuxi Green Motor XF Motor, Yingyang, Zhujiang Vehicle Co., Ltd., Znen, Zongshen, Colombia, AKT, Auteco, Blata Jawa, Estonia, Renard, France, Avinton , Brough Motorcycles , Midual, Peugeot Scooters, Scorpa, Sherco, Solex, BMW, Horex, MZ, Sommer, Sachs, Adapt Motors Pvt Ltd, Bajaj, BMW India, DSK HYOSUNG, DSK Benelli, Hero, Honda India, LML, Kawasaki India, KTM, Mahindra, Royal Enfield, Suzuki India, TVS, UML India, Yamaha India, Astra Honda, Helroad Motorcycles, Kaisar Motorindo, Kanzen, Kawasaki Indonesia, Minerva, Suzuki Indomobil, VIAR, Yamaha Indonesia, TVS Indonesia, channelplus Racing , Pishtaz Motor Toos, Alborz Tigers MX, HerMas Motor, Iran Docharkh, Jahanro, Ravan Cyclet, Kavir Motor, TakTaz Motor, Talash Motorcycles, Hani Motor, Alborz, SAMIN KHODRO, Aprilia, Benelli, Beta Motor, Bimota, Borile, CR&S, Ducati, Energica Motor Company, Fantic Motor, Ghezzi & Brian, Gilera, Italjet, Minarelli (engines only), Moto Guzzi, Moto Morini, Motobi, MV Agusta , Cagiva, Paton, Segoni Special, Piaggio, Terra Modena, TM Racing, Vertemati, Vyrus, Zaeta, Japan[edit], Honda, Kawasaki, Suzuki, Yamaha, Daelim, KR Motors , Hyosung, Malaysia, Demak Motorcycle, MLE Motorcycle, Modenas, Naza, Momos or Mofaz, SYM Motors, REED, Comel Motorcycle, Jrd Motors, Nitro Motorcycle, Hong Leong Yamaha Boon Siew Honda, Kawasaki, KTM, Carabela, ISLO, Italika, Dinamo, Atlas Honda Ltd. Ohad Motors (PVT.)Ltd (METRO), BML, Yamaha Motorcycles Pakistan Limited, D.S. Unique Motors (Pvt.) Ltd. Eagle Industries, Ghani Automobile Indus, Hero Motorcycles Ltd, Memon Motors (Super Star) Pak Hero Motorcycles industries, Pak Suzuki Motors company Ltd, Pirani Group Of Companies (Super Power), RAAZY MOTOR INDUSTRIES LIMITED, Ravi Motorcycles, Road Prince Bike Industries, SITARA AUTO IMPEX, Treet motorcycles, United Auto Industries Pvt Ltd, DYL MotorCycles Ltd.Pakistan, A.S Auto Industries Hyderabad (Bionic Motorcycle), SFM Junak, Junak Romet, WFM Osa, Sokol (Motorbike), WSK (Motorbike), AJP, Aliança, Conquistador, Dural, Famel Honda, Kawasaki, Yamaha, Suzuki, KTM, Bajaj, Ducati, PMR, Euro, LuckyStar Motorcycles, Skygo, Motorstar, Rusi, SYM, Racal, Russia[edit], IMZ-Ural, IZh, ZiD as the Voskhod, Slovakia[edit], CSM Moto Factory, Slovenia[edit], Tomos, Spain[edit], Bultaco, Derbi, Gas Gas, Montesa, Ossa, Rieju Sanglas, Taiwan[edit], Aeon Motor, CPI Motor Company, Gogoro, Hartford Industrial (Hartford Motors), Keol, Kymco, PGO, SYM, Taiwan Golden Bee, GPX Racing, Stallions, Falcon, Kanuni . Kuba Motor, Mondial (Ugur Motor Vehicles), Ramzey, Yuki Motor, Asya Motor, Ukraine[edit], KMZ AJS, Ariel Motor Company, Cheney Racing, Clews Competition Motorcycles, Greeves, Hesketh, Krisaki, Megelli Motorcycles, Métisse, Norton, Scomadi, Triumph, Wasp Motorcycles, United States Alligator, American Iron Horse , Arch, Arlen Ness, ATK motorcycles, BG Cycles, Boss Hoss, Big Dog, Brammo, Bourget, Cleveland CycleWerks, Confederate Motorcycles, Electric Moto Corporation Erik Buell Racing, Fury, Harley-Davidson, Indian, Janus Motorcycles, Johnny Pag Motor Company Lightning Motorcycles[19], MTT, MotoCzysz, Motus, Orange County Choppers, Pagsta, Rokon .Swift, Texas Choppers, UM Motorcycles, Victory, WCC , West Coast Choppers, Whizzer (parts and accessories only), Zero Electric, Lamsport (Lambretta), Camper, Fish house, Fishouse, Toy Hauler, HD, Harley Davidson, Corvette, Car, Truck SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove. pm 150a, powermax scooter, taotao scooters 150cc 4 wheelers Honda, 4 wheeler, kids atv, kawasaki, suzuki, polaris, yamaha, dirt bike, pit bike, go kart, 50cc, 70cc, 110cc, 125cc, 150cc, roketa, 50cc scooter, 49cc scooter, go-kart, gocart, go cart, chinese atv, child atv, ssr coolster dirt bike youth, quad, 4x4, mud, motorcycle, houston, gokarts, gocarts, utv, sxs, honda, suzuki, polaris, kawasaki, can am, yamaha, tao tao, coolster, kazuma, cool sport, chinese, parts, oem, axle, snorkel, lift, truck, wheels, tires, led, light bar, whip, houston, humble, huntsville, east, texas, porter, conroe, willis, crosby, slendora, new caney, kingwood, woodlands, spring, beltway, cheap, deals SCOOTER, SCOOTERS, MOTORCYCLE, MOTORCYCLES, HONDA, YAMAHA, KAWASAKI, DIRT BIKE, DIRT BIKES, ATV, ATVS, GO-KART, GO-KARTS, POLARIS. atv, atvs, kids atv, 4 wheeler, 4-wheeler, 4-wheelers, quad, kid quad, mini quad, quads, go-kart, go-karts, gokart, gokarts, go kart, go karts, gocart, go cart, dune buggy, dune buggie, dune buggies, sand rail, dirt bike, pit bike, moped, scooter, enduro, motorcycle, mini bike, monkey bike, doodle bug, dirtbike, pitbike, coolster, roketa, honda clone, gy6, taotao, bashan, kandi, kinroad, dongfang, chinese, china, parts, repairs, clearance, budget, wholesale, sale, 49cc, 50cc, 70cc, 80cc, 90cc, 110cc, 125cc, 150cc, 170cc, 180cc, 200cc, 250cc go-kart, batman, jaguar, recon, hunter, rancher, shark, rapidity, viper, t-rex, cazador utv, utvs, polaris copy, crazor, avenger, sxs, ninja bike, Kawasaki, Polaris, bmw Arlington, Grand Prairie los Colinas Irving hurst Fort Worth Crowley Plano Frisco McKinney coppell garland Dallas oak cliff pleasant grove.austin san antonio marcos shertz cibolo canyon lake New braunfels kyle buda lockhart lulling bastrop manor pflugerville georgetown waco belton killeen wimberly driftwood dripping springs manor luling hays comal golforth corpus christi victoria texas oklahoma louisiana county hays comal guadelupe UTV, offroad, sxs, side by side, sidebyside, atv, quad, buggie, buggy, farm, truck, car, used, new, kart, gokart, gocart, cart, scooter, dirt, dirtbike, bike, motorcycle, cycle, snowmobile, 800, 800cc, 1000, 1000cc, rotax, vtwin, v-twin, clutch, 4x4, four wheel drive, awd, locking differential, LED, winch, dumpbed, Yamaha, honda, Kawasaki, Polaris, hisun, Massimo, renli, coolster, tao tao, taotao, bms, ranchpony, ranch pony, mule, kawi, yama, cf moto, Kubota, kioti, Husqvarna, john deere, deere, gator, ranger, rzr, Viking, rhino, strike, boss, branson, tractor, trailer, rv, toyhauler, hauler, horsepower, power, rpm, outlander, rancher, wolverine, big red, bigred, pioneer, 700cc, 300cc, 500cc, 600cc, turbo, supercharged, mud, track, race, Suzuki, 250, 250cc, 450, 450cc, Harley, Davidson, hd, tyrex, trail, bog, muddy, rock crawler",,,,,,,,
21072,75.0,minneapolis,https://minneapolis.craigslist.org/dak/bik/d/farmington-pacific-evolution-mountain/7470511952.html,2022-04-18 11:52,Pacific Evolution Mountain Bike, alloy, mountain,, 21.5 inches,, 26 in,19,"Practically new Mountain Bike, Pacific Evolution. I won this at an auction. I guess someone bought it new and didn't want it. This bike retails for $129 when available. 21 speeds, front suspension, great brakes and new tires. There are only 2 flaws on the paint  - see the last 2 pictures - looks like it fell over against something. Everything else is brand new. The size is 21.5 inches, with a 31 inch standover height. Should fit people 5'8"" to 6'2"".   Will meet in public in Farmington, MN. For another $25, I will deliver to a for sure buyer within 25 miles.   See my other bikes by clicking ""more ads by this user.""   Cash only, no holds, will remove ad when the bike sells.",,,,,,,,
